ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,System Name,System Type,Service Type,Classification,Size,Diameter,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in)
1250100,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"10' - 2 1/4""","0' - 8""",,,114 SF,76.17 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,18.215,203.76,15.0,18.215,208.854,15.0,18.215,198.666,15.0,,17.882,198.666,15.0,18.548,208.854,27.0,18.215,203.76,21.0,,"Area=114 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=10' - 2 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=76.17 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1250193,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"10' - 2 1/4""","0' - 8""",,,114 SF,76.17 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,8.548,203.76,15.0,8.548,208.854,15.0,8.548,198.666,15.0,,8.215,198.666,15.0,8.882,208.854,27.0,8.548,203.76,21.0,,"Area=114 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=10' - 2 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=76.17 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1250299,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"9' - 11 3/4""","0' - 8""",,,124 SF,82.50 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,124.548,135.677,15.0,124.548,140.666,15.0,124.548,130.687,15.0,,124.215,130.687,15.0,124.882,140.999,27.0,124.548,135.843,21.0,,"Area=124 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=9' - 11 3/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=82.50 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1286603,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"17' - 11 9/32""","0' - 8""",,,215 SF,143.52 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,7.851,189.999,15.0,-1.118,189.999,15.0,16.821,189.999,15.0,,-1.118,189.666,15.0,17.154,190.333,27.0,8.018,189.999,21.0,,"Area=215 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=17' - 11 9/32"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=143.52 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1286681,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"24' - 2""","0' - 8""",,,258 SF,172.04 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,10.965,149.999,15.0,23.048,149.999,15.0,-1.118,149.999,15.0,,-1.118,149.666,15.0,23.382,150.333,27.0,11.132,149.999,21.0,,"Area=258 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=24' - 2"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=172.04 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1324711,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"12' - 0""","0' - 8""",,,140 SF,93.33 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,23.048,155.999,15.0,23.048,161.999,15.0,23.048,149.999,15.0,,22.715,149.999,15.0,23.382,161.999,27.0,23.048,155.999,21.0,,"Area=140 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=12' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=93.33 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1351458,Furniture,Haworth_Maari_Chair_StarBase_WithTablet,S75 - Five Star Base - No Arms,L -1,,E2010,Fixed Furnishings,,"2' - 4 1/2""",,,18 SF,0.33 CF,,,Haworth _ Paint _ Undecided _ Table; Haworth _ Laminate _ Undecided _ Tables; Haworth _ Paint _ Black; Haworth _ Polymer _ Water TR-1W; Haworth _ Fabric _ Tellure _ Ocean 3A-34,,,,,,Point,119.629,150.166,-15.0,,,,,,,180.0,118.49,148.869,-15.0,120.947,151.142,-12.2,119.719,150.006,-13.6,,"Actual Depth=2' - 4 1/2"" | Actual Height=2' - 8"" | Actual Width=2' - 4 1/2"" | Area=18 SF | Arm Cap Finish=Haworth _ Polymer _ Water TR-1W | Assembly Code=E2010 | Assembly Description=Fixed Furnishings | Back Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Base Finish=Haworth _ Paint _ Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=S75 - Five Star Base - No Arms | Level=L -1 | Offset from Host=0' - 0"" | Seat Pan Finish=Haworth _ Paint _ Black | Seat Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Shell Finish=Haworth _ Polymer _ Water TR-1W | Size=Verify Final Dim. w/ Haworth | Tablet Arm Finish=Haworth _ Paint _ Undecided _ Table | Tablet Finish=Haworth _ Laminate _ Undecided _ Tables | Type=S75 - Five Star Base - No Arms | Type Id=S75 - Five Star Base - No Arms | Type IfcGUID=1vw5cImyv3qxi9jZKHSdZl | Type Name=S75 - Five Star Base - No Arms | Volume=0.33 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1351523,Furniture,Haworth_Maari_Chair_StarBase_WithTablet,S75 - Five Star Base - No Arms,L -1,,E2010,Fixed Furnishings,,"2' - 4 1/2""",,,18 SF,0.33 CF,,,Haworth _ Paint _ Undecided _ Table; Haworth _ Laminate _ Undecided _ Tables; Haworth _ Paint _ Black; Haworth _ Polymer _ Water TR-1W; Haworth _ Fabric _ Tellure _ Ocean 3A-34,,,,,,Point,117.129,150.166,-15.0,,,,,,,180.0,115.99,148.869,-15.0,118.447,151.142,-12.2,117.219,150.006,-13.6,,"Actual Depth=2' - 4 1/2"" | Actual Height=2' - 8"" | Actual Width=2' - 4 1/2"" | Area=18 SF | Arm Cap Finish=Haworth _ Polymer _ Water TR-1W | Assembly Code=E2010 | Assembly Description=Fixed Furnishings | Back Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Base Finish=Haworth _ Paint _ Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=S75 - Five Star Base - No Arms | Level=L -1 | Offset from Host=0' - 0"" | Seat Pan Finish=Haworth _ Paint _ Black | Seat Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Shell Finish=Haworth _ Polymer _ Water TR-1W | Size=Verify Final Dim. w/ Haworth | Tablet Arm Finish=Haworth _ Paint _ Undecided _ Table | Tablet Finish=Haworth _ Laminate _ Undecided _ Tables | Type=S75 - Five Star Base - No Arms | Type Id=S75 - Five Star Base - No Arms | Type IfcGUID=1vw5cImyv3qxi9jZKHSdZl | Type Name=S75 - Five Star Base - No Arms | Volume=0.33 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1351590,Furniture,Haworth_Maari_Chair_StarBase_WithTablet,S75 - Five Star Base - No Arms,L -1,,E2010,Fixed Furnishings,,"2' - 4 1/2""",,,18 SF,0.33 CF,,,Haworth _ Paint _ Undecided _ Table; Haworth _ Laminate _ Undecided _ Tables; Haworth _ Paint _ Black; Haworth _ Polymer _ Water TR-1W; Haworth _ Fabric _ Tellure _ Ocean 3A-34,,,,,,Point,114.629,150.166,-15.0,,,,,,,180.0,113.49,148.869,-15.0,115.947,151.142,-12.2,114.719,150.006,-13.6,,"Actual Depth=2' - 4 1/2"" | Actual Height=2' - 8"" | Actual Width=2' - 4 1/2"" | Area=18 SF | Arm Cap Finish=Haworth _ Polymer _ Water TR-1W | Assembly Code=E2010 | Assembly Description=Fixed Furnishings | Back Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Base Finish=Haworth _ Paint _ Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=S75 - Five Star Base - No Arms | Level=L -1 | Offset from Host=0' - 0"" | Seat Pan Finish=Haworth _ Paint _ Black | Seat Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Shell Finish=Haworth _ Polymer _ Water TR-1W | Size=Verify Final Dim. w/ Haworth | Tablet Arm Finish=Haworth _ Paint _ Undecided _ Table | Tablet Finish=Haworth _ Laminate _ Undecided _ Tables | Type=S75 - Five Star Base - No Arms | Type Id=S75 - Five Star Base - No Arms | Type IfcGUID=1vw5cImyv3qxi9jZKHSdZl | Type Name=S75 - Five Star Base - No Arms | Volume=0.33 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1351641,Furniture,Haworth_Maari_Chair_StarBase_WithTablet,S75 - Five Star Base - No Arms,L -1,,E2010,Fixed Furnishings,,"2' - 4 1/2""",,,18 SF,0.33 CF,,,Haworth _ Paint _ Undecided _ Table; Haworth _ Laminate _ Undecided _ Tables; Haworth _ Paint _ Black; Haworth _ Polymer _ Water TR-1W; Haworth _ Fabric _ Tellure _ Ocean 3A-34,,,,,,Point,112.129,150.166,-15.0,,,,,,,180.0,110.99,148.869,-15.0,113.447,151.142,-12.2,112.219,150.006,-13.6,,"Actual Depth=2' - 4 1/2"" | Actual Height=2' - 8"" | Actual Width=2' - 4 1/2"" | Area=18 SF | Arm Cap Finish=Haworth _ Polymer _ Water TR-1W | Assembly Code=E2010 | Assembly Description=Fixed Furnishings | Back Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Base Finish=Haworth _ Paint _ Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=S75 - Five Star Base - No Arms | Level=L -1 | Offset from Host=0' - 0"" | Seat Pan Finish=Haworth _ Paint _ Black | Seat Upholstery Finish=Haworth _ Fabric _ Tellure _ Ocean 3A-34 | Shell Finish=Haworth _ Polymer _ Water TR-1W | Size=Verify Final Dim. w/ Haworth | Tablet Arm Finish=Haworth _ Paint _ Undecided _ Table | Tablet Finish=Haworth _ Laminate _ Undecided _ Tables | Type=S75 - Five Star Base - No Arms | Type Id=S75 - Five Star Base - No Arms | Type IfcGUID=1vw5cImyv3qxi9jZKHSdZl | Type Name=S75 - Five Star Base - No Arms | Volume=0.33 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1352336,Walls,,"Generic - 8"" - INTERIOR",L 0,,C1010,Partitions,"14' - 3 1/4""","0' - 8""",,,207 SF,137.95 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,110.048,161.968,0.0,110.048,169.104,0.0,110.048,154.833,0.0,,109.715,154.833,0.0,110.382,169.104,15.0,110.048,161.968,7.5,,"Area=207 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=14' - 3 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=137.95 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1355120,Walls,,Storefront - INTERIOR ISLAND,L 1,,C1010,Partitions,"6' - 11""",,,,61 SF,,,,,,,,"0' - 0""","-3' - 0""",Curve,8.548,165.646,15.0,8.548,169.104,15.0,8.548,162.187,15.0,,8.048,162.187,15.0,9.048,169.104,24.0,8.548,165.646,19.5,,"Adjust for Mullion Size=False | Area=61 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - INTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=6' - 11"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=-3' - 0"" | Type=Storefront - INTERIOR ISLAND | Type Id=Storefront - INTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNkX | Type Mark=CW03 | Type Name=Storefront - INTERIOR ISLAND | Unconnected Height=9' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1368267,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"5' - 6""","0' - 8""",,,26 SF,17.26 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,16.821,187.249,15.0,16.821,184.499,15.0,16.821,189.999,15.0,,16.488,184.499,15.0,17.154,189.999,27.0,16.821,187.249,21.0,,"Area=26 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=5' - 6"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=17.26 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1368734,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,17.882,203.333,15.0,,,,,,,90.0,15.257,203.27,15.0,17.944,208.395,17.5,16.6,205.833,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1369224,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,3.742,185.796,15.0,,,,,,,180.0,2.637,184.662,15.002,4.846,186.763,17.917,3.742,185.713,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1369279,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,13.882,205.666,15.0,,,,,,,270.0,12.915,204.562,15.002,15.016,206.771,17.917,13.965,205.666,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1369531,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,27.548,203.333,15.0,,,,,,,90.0,24.923,203.27,15.0,27.611,208.395,17.5,26.267,205.833,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1369532,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,23.548,205.666,15.0,,,,,,,270.0,22.582,204.562,15.002,24.682,206.771,17.917,23.632,205.666,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1369594,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,37.215,203.333,15.0,,,,,,,90.0,34.59,203.27,15.0,37.277,208.395,17.5,35.934,205.833,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1369595,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,33.215,205.666,15.0,,,,,,,270.0,32.248,204.562,15.002,34.349,206.771,17.917,33.299,205.666,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1369655,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,46.882,203.333,15.0,,,,,,,90.0,44.257,203.27,15.0,46.944,208.395,17.5,45.6,205.833,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1369656,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,42.882,205.666,15.0,,,,,,,270.0,41.915,204.562,15.002,44.016,206.771,17.917,42.965,205.666,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
